School Name,State,Sport,TeamID,Notes
Kiel High School,WI,Boys Golf,142320,
Kiel High School,WI,Boys Soccer,142811,
Kiel High School,WI,Boys Swimming & Diving,139852,
Kiel High School,WI,Boys Track and Field,145479,
Kiel High School,WI,Boys Wrestling,144831,
Kiel High School,WI,Girls Basketball,141929,
Kiel High School,WI,Girls Cross Country,143080,
Kiel High School,WI,Girls Golf,153841,
Kiel High School,WI,Girls Soccer,144436,
Kiel High School,WI,Girls Softball,145143,
Kiel High School,WI,Girls Swimming & Diving,139170,
Kiel High School,WI,Girls Tennis,144681,
Kiel High School,WI,Girls Track and Field,145864,
Kiel High School,WI,Girls Volleyball,143759,
Kiel High School,WI,Girls Wrestling,154844,
Kimberly High School,WI,Boys Baseball,140998,
Kimberly High School,WI,Boys Basketball,141322,
Kimberly High School,WI,Boys Cross Country,143314,
Kimberly High School,WI,Boys Football,146199,
Kimberly High School,WI,Boys Golf,142216,
Kimberly High School,WI,Boys Hockey,155537,
Kimberly High School,WI,Boys Lacrosse-Boys,153950,
Kimberly High School,WI,Boys Soccer,142704,
Kimberly High School,WI,Boys Tennis,142561,
Kimberly High School,WI,Boys Track and Field,145348,
Kimberly High School,WI,Boys Volleyball,142911,
Kimberly High School,WI,Boys Wrestling,144752,
Kimberly High School,WI,Girls Basketball,141772,
Kimberly High School,WI,Girls Cross Country,142976,
Kimberly High School,WI,Girls Golf,144162,
Kimberly High School,WI,Girls Lacrosse-Girls,153932,
Kimberly High School,WI,Girls Soccer,144280,
Kimberly High School,WI,Girls Softball,144992,
Kimberly High School,WI,Girls Tennis,144581,
Kimberly High School,WI,Girls Track and Field,145734,
Kimberly High School,WI,Girls Volleyball,143657,
Kimberly High School,WI,Girls Wrestling,149464,
Kohler High School,WI,Boys Baseball,156003,
Kohler High School,WI,Boys Basketball,141579,
Kohler High School,WI,Boys Cross Country,146771,
Kohler High School,WI,Boys Football,154153,
Kohler High School,WI,Boys Golf,142418,
Kohler High School,WI,Boys Soccer,142865,
Kohler High School,WI,Boys Tennis,142644,
Kohler High School,WI,Boys Track and Field,150637,
Kohler High School,WI,Girls Basketball,142027,
Kohler High School,WI,Girls Cross Country,146772,
Kohler High School,WI,Girls Soccer,144437,
Kohler High School,WI,Girls Swimming & Diving,139172,
Kohler High School,WI,Girls Tennis,144682,
Kohler High School,WI,Girls Track and Field,150638,
Kohler High School,WI,Girls Volleyball,143886,
LaFarge High School,WI,Boys Baseball,153902,
LaFarge High School,WI,Boys Basketball,154862,
LaFarge High School,WI,Girls Basketball,155286,
LaFarge High School,WI,Girls Softball,147129,
LaFarge High School,WI,Girls Volleyball,154686,
Laconia High School,WI,Boys Baseball,141179,
Laconia High School,WI,Boys Basketball,141580,
Laconia High School,WI,Boys Cross Country,143547,
Laconia High School,WI,Boys Football,146202,
Laconia High School,WI,Boys Golf,142419,
Laconia High School,WI,Boys Track and Field,145480,
Laconia High School,WI,Boys Wrestling,144911,
Laconia High School,WI,Girls Basketball,142028,
Laconia High School,WI,Girls Cross Country,143207,
Laconia High School,WI,Girls Softball,145144,
Laconia High School,WI,Girls Track and Field,145865,
Laconia High School,WI,Girls Volleyball,143887,
Laconia High School,WI,Girls Wrestling,149603,
Lacrosse Aquinas High School,WI,Boys Baseball,141144,
Lacrosse Aquinas High School,WI,Boys Basketball,141540,
Lacrosse Aquinas High School,WI,Boys Cross Country,143493,
Lacrosse Aquinas High School,WI,Boys Football,146078,
Lacrosse Aquinas High School,WI,Boys Golf,146834,
Lacrosse Aquinas High School,WI,Boys Hockey,140042,
Lacrosse Aquinas High School,WI,Boys Soccer,142849,
Lacrosse Aquinas High School,WI,Boys Tennis,146726,
Lacrosse Aquinas High School,WI,Boys Track and Field,145435,
Lacrosse Aquinas High School,WI,Boys Wrestling,144876,
Lacrosse Aquinas High School,WI,Girls Basketball,141988,
Lacrosse Aquinas High School,WI,Girls Cross Country,143151,
Lacrosse Aquinas High School,WI,Girls Golf,144213,
Lacrosse Aquinas High School,WI,Girls Soccer,144419,
Lacrosse Aquinas High School,WI,Girls Softball,145121,
Lacrosse Aquinas High School,WI,Girls Tennis,144659,
Lacrosse Aquinas High School,WI,Girls Track and Field,145821,
Lacrosse Aquinas High School,WI,Girls Volleyball,143840,
Lacrosse Aquinas High School,WI,Girls Wrestling,147276,
Lacrosse Central High School,WI,Boys Baseball,140999,
Lacrosse Central High School,WI,Boys Basketball,141382,
Lacrosse Central High School,WI,Boys Cross Country,143315,
Lacrosse Central High School,WI,Boys Football,146200,
Lacrosse Central High School,WI,Boys Golf,140535,
Lacrosse Central High School,WI,Boys Lacrosse-Boys,156051,
Lacrosse Central High School,WI,Boys Soccer,142752,
Lacrosse Central High School,WI,Boys Tennis,142562,
Lacrosse Central High School,WI,Boys Track and Field,145349,
Lacrosse Central High School,WI,Girls Basketball,141831,
Lacrosse Central High School,WI,Girls Cross Country,142977,
Lacrosse Central High School,WI,Girls Golf,139091,
Lacrosse Central High School,WI,Girls Gymnastics,155319,
Lacrosse Central High School,WI,Girls Soccer,144328,
Lacrosse Central High School,WI,Girls Softball,144993,
Lacrosse Central High School,WI,Girls Tennis,144582,
Lacrosse Central High School,WI,Girls Track and Field,145735,
Lacrosse Central High School,WI,Girls Volleyball,143658,
Lacrosse Logan High School,WI,Boys Baseball,141000,
Lacrosse Logan High School,WI,Boys Basketball,141383,
Lacrosse Logan High School,WI,Boys Cross Country,143316,
Lacrosse Logan High School,WI,Boys Football,146201,
Lacrosse Logan High School,WI,Boys Soccer,142753,
Lacrosse Logan High School,WI,Boys Swimming & Diving,139854,
Lacrosse Logan High School,WI,Boys Tennis,142645,
Lacrosse Logan High School,WI,Boys Track and Field,145350,
Lacrosse Logan High School,WI,Boys Wrestling,139912,
Lacrosse Logan High School,WI,Girls Basketball,141832,
Lacrosse Logan High School,WI,Girls Cross Country,142978,
Lacrosse Logan High School,WI,Girls Soccer,156084,
Lacrosse Logan High School,WI,Girls Softball,145070,
Lacrosse Logan High School,WI,Girls Swimming & Diving,139174,
Lacrosse Logan High School,WI,Girls Tennis,144583,
Lacrosse Logan High School,WI,Girls Track and Field,145736,
Lacrosse Logan High School,WI,Girls Volleyball,143760,
Lacrosse Logan High School,WI,Girls Wrestling,139994,
Lake Mills High School,WI,Boys Baseball,141083,
Lake Mills High School,WI,Boys Basketball,141481,
Lake Mills High School,WI,Boys Cross Country,143421,
Lake Mills High School,WI,Boys Football,146205,
Lake Mills High School,WI,Boys Golf,142322,
Lake Mills High School,WI,Boys Soccer,142867,
Lake Mills High School,WI,Boys Track and Field,145482,
Lake Mills High School,WI,Boys Wrestling,144832,
Lake Mills High School,WI,Girls Basketball,141930,
Lake Mills High School,WI,Girls Cross Country,143081,
Lake Mills High School,WI,Girls Soccer,144438,
Lake Mills High School,WI,Girls Softball,145146,
Lake Mills High School,WI,Girls Tennis,144683,
Lake Mills High School,WI,Girls Track and Field,145867,
Lake Mills High School,WI,Girls Volleyball,143761,
Lake Mills High School,WI,Girls Wrestling,153982,
Lakeside Lutheran High School,WI,Boys Baseball,141084,
Lakeside Lutheran High School,WI,Boys Basketball,141482,
Lakeside Lutheran High School,WI,Boys Cross Country,143423,
Lakeside Lutheran High School,WI,Boys Football,146206,
Lakeside Lutheran High School,WI,Boys Golf,142323,
Lakeside Lutheran High School,WI,Boys Soccer,142868,
Lakeside Lutheran High School,WI,Boys Track and Field,145484,
Lakeside Lutheran High School,WI,Boys Wrestling,144833,
Lakeside Lutheran High School,WI,Girls Basketball,141931,
Lakeside Lutheran High School,WI,Girls Cross Country,143083,
Lakeside Lutheran High School,WI,Girls Golf,144235,
Lakeside Lutheran High School,WI,Girls Soccer,144439,
Lakeside Lutheran High School,WI,Girls Softball,145147,
Lakeside Lutheran High School,WI,Girls Track and Field,145869,
Lakeside Lutheran High School,WI,Girls Volleyball,143763,
Lakeside Lutheran High School,WI,Girls Wrestling,154055,
Lancaster High School,WI,Boys Baseball,141182,
Lancaster High School,WI,Boys Basketball,141583,
Lancaster High School,WI,Boys Cross Country,143550,
Lancaster High School,WI,Boys Football,146207,
Lancaster High School,WI,Boys Golf,142422,
Lancaster High School,WI,Boys Track and Field,145485,
Lancaster High School,WI,Boys Wrestling,144914,
Lancaster High School,WI,Girls Basketball,142031,
Lancaster High School,WI,Girls Cross Country,143210,
Lancaster High School,WI,Girls Golf,144236,
Lancaster High School,WI,Girls Softball,145148,
Lancaster High School,WI,Girls Track and Field,145870,
Lancaster High School,WI,Girls Volleyball,143890,
Lancaster High School,WI,Girls Wrestling,149630,
Lena High School,WI,Boys Baseball,147248,
Lena High School,WI,Boys Basketball,141678,
Lena High School,WI,Boys Cross Country,139004,
Lena High School,WI,Boys Football 8-Player,154209,
Lena High School,WI,Boys Golf,142423,
Lena High School,WI,Boys Track and Field,140679,
Lena High School,WI,Boys Wrestling,147020,
Lena High School,WI,Girls Basketball,142122,
Lena High School,WI,Girls Cross Country,139045,
Lena High School,WI,Girls Softball,140616,
Lena High School,WI,Girls Track and Field,140713,
Lena High School,WI,Girls Volleyball,144008,
Lena High School,WI,Girls Wrestling,150700,
Little Chute High School,WI,Boys Baseball,141085,
Little Chute High School,WI,Boys Basketball,141483,
Little Chute High School,WI,Boys Cross Country,143424,
Little Chute High School,WI,Boys Football,146208,
Little Chute High School,WI,Boys Golf,142324,
Little Chute High School,WI,Boys Soccer,147085,
Little Chute High School,WI,Boys Track and Field,145486,
Little Chute High School,WI,Boys Wrestling,144834,
Little Chute High School,WI,Girls Basketball,141932,
Little Chute High School,WI,Girls Cross Country,143084,
Little Chute High School,WI,Girls Golf,144237,
Little Chute High School,WI,Girls Soccer,144389,
Little Chute High School,WI,Girls Softball,145072,
Little Chute High School,WI,Girls Track and Field,145871,
Little Chute High School,WI,Girls Volleyball,143764,
Little Chute High School,WI,Girls Wrestling,155141,
Living Word High School,WI,Boys Baseball,141259,
Living Word High School,WI,Boys Basketball,141680,
Living Word High School,WI,Boys Cross Country,143552,
Living Word High School,WI,Boys Football,146209,
Living Word High School,WI,Boys Golf,142424,
Living Word High School,WI,Boys Soccer,142869,
Living Word High School,WI,Boys Track and Field,145623,
Living Word High School,WI,Boys Wrestling,146748,
Living Word High School,WI,Girls Basketball,142124,
Living Word High School,WI,Girls Cross Country,143212,
Living Word High School,WI,Girls Soccer,144440,
Living Word High School,WI,Girls Softball,153913,
Living Word High School,WI,Girls Track and Field,146005,
Living Word High School,WI,Girls Volleyball,144009,
Living Word High School,WI,Girls Wrestling,153894,
Lodi High School,WI,Boys Baseball,141086,
Lodi High School,WI,Boys Basketball,141484,
Lodi High School,WI,Boys Cross Country,143425,
Lodi High School,WI,Boys Football,146210,
Lodi High School,WI,Boys Golf,142325,
Lodi High School,WI,Boys Soccer,142813,
Lodi High School,WI,Boys Track and Field,145487,
Lodi High School,WI,Boys Wrestling,144835,
Lodi High School,WI,Girls Basketball,141933,
Lodi High School,WI,Girls Cross Country,143085,
Lodi High School,WI,Girls Soccer,144390,
Lodi High School,WI,Girls Softball,145073,
Lodi High School,WI,Girls Swimming & Diving,139178,
Lodi High School,WI,Girls Tennis,144685,
Lodi High School,WI,Girls Track and Field,145872,
Lodi High School,WI,Girls Volleyball,143765,
Lodi High School,WI,Girls Wrestling,150714,
Lomira High School,WI,Boys Baseball,141087,
Lomira High School,WI,Boys Basketball,141485,
Lomira High School,WI,Boys Cross Country,143426,
Lomira High School,WI,Boys Football,146211,
Lomira High School,WI,Boys Golf,142326,
Lomira High School,WI,Boys Soccer,142870,
Lomira High School,WI,Boys Track and Field,145488,
Lomira High School,WI,Boys Wrestling,144836,
Lomira High School,WI,Girls Basketball,141934,
Lomira High School,WI,Girls Cross Country,143086,
Lomira High School,WI,Girls Soccer,144441,
Lomira High School,WI,Girls Softball,145149,
Lomira High School,WI,Girls Track and Field,145873,
Lomira High School,WI,Girls Volleyball,143766,
Lomira High School,WI,Girls Wrestling,149592,
Lourdes Academy High School,WI,Boys Baseball,154094,
Lourdes Academy High School,WI,Boys Basketball,141584,
Lourdes Academy High School,WI,Boys Cross Country,143553,
Lourdes Academy High School,WI,Boys Football,146278,
Lourdes Academy High School,WI,Boys Golf,154089,
Lourdes Academy High School,WI,Boys Soccer,139132,
Lourdes Academy High School,WI,Boys Track and Field,145624,
Lourdes Academy High School,WI,Boys Wrestling,153844,
Lourdes Academy High School,WI,Girls Basketball,142032,
Lourdes Academy High School,WI,Girls Cross Country,143213,
Lourdes Academy High School,WI,Girls Golf,154441,
Lourdes Academy High School,WI,Girls Soccer,156087,
Lourdes Academy High School,WI,Girls Softball,147042,
Lourdes Academy High School,WI,Girls Tennis,144686,
Lourdes Academy High School,WI,Girls Track and Field,146006,
Lourdes Academy High School,WI,Girls Volleyball,143892,
Lourdes Academy High School,WI,Girls Wrestling,154235,
Madison Country Day High School,WI,Boys Basketball,141683,
Madison Country Day High School,WI,Boys Cross Country,152352,
Madison Country Day High School,WI,Boys Soccer,154563,
Madison Country Day High School,WI,Boys Tennis,140650,
Madison Country Day High School,WI,Boys Track and Field,148196,
Madison Country Day High School,WI,Boys Volleyball,139226,
Madison Country Day High School,WI,Girls Basketball,142127,
Madison Country Day High School,WI,Girls Cross Country,152353,
Madison Country Day High School,WI,Girls Soccer,156089,
Madison Country Day High School,WI,Girls Tennis,154435,
Madison Country Day High School,WI,Girls Track and Field,148197,
Madison Country Day High School,WI,Girls Volleyball,146749,
Madison East High School,WI,Boys Baseball,141001,
Madison East High School,WI,Boys Basketball,141323,
Madison East High School,WI,Boys Cross Country,143317,
Madison East High School,WI,Boys Football,146215,
Madison East High School,WI,Boys Golf,142217,
Madison East High School,WI,Boys Soccer,142705,
Madison East High School,WI,Boys Swimming & Diving,155366,
Madison East High School,WI,Boys Tennis,142563,
Madison East High School,WI,Boys Track and Field,145351,
Madison East High School,WI,Boys Volleyball,142912,
Madison East High School,WI,Boys Wrestling,144753,
Madison East High School,WI,Girls Basketball,141773,
Madison East High School,WI,Girls Cross Country,142979,
Madison East High School,WI,Girls Golf,144163,
Madison East High School,WI,Girls Gymnastics,154060,
Madison East High School,WI,Girls Soccer,144281,
Madison East High School,WI,Girls Swimming & Diving,144481,
Madison East High School,WI,Girls Tennis,144584,
Madison East High School,WI,Girls Track and Field,145737,
